node_id,longitude,latitude
106,2.3567581,48.8494121
107,2.3568366,48.8494329
108,2.3569213,48.8494623
109,2.3569707,48.8494749
110,2.3589305,48.8500708
111,2.3564892,48.8328074
112,2.3565748,48.8327797
113,2.356645,48.832757
114,2.3566598,48.8327522
115,2.356755,48.8327214
116,2.3583038,48.8322198
117,2.3686792,48.8270589
118,2.3687107,48.8270046
119,2.3688548,48.8267561
120,2.3688614,48.8267448
121,2.3688883,48.8266984
122,2.3691129,48.8263109
123,2.3692819,48.8260008
124,2.36946,48.8256936
125,2.3694842,48.8256447
126,2.3696826,48.8253048
127,2.369738,48.8252005
128,2.3697652,48.8251513
129,2.3507331,48.8385884
130,2.3507386,48.8386403
131,2.3507396,48.8386558
132,2.3507797,48.8387449
133,2.3508248,48.8388718
134,2.3558724,48.8491657
135,2.3560506,48.8492634
136,2.3512394,48.8471299
137,2.3513225,48.84719
138,2.3519132,48.8476141
139,2.3520067,48.847678
140,2.362358,48.8679492
141,2.3625108,48.8680731
142,2.3627821,48.8682943
143,2.3706499,48.8497769
144,2.3706893,48.8496179
145,2.3707072,48.8495752
146,2.3708109,48.8493218
147,2.3703152,48.853121
148,2.3707499,48.852654
149,2.3722111,48.8514007
150,2.3722953,48.8513284
151,2.3723092,48.8513165
152,2.3729419,48.8507738
153,2.3731217,48.8506157
154,2.3731817,48.8505629
155,2.373279,48.8504797
156,2.3736755,48.850133
157,2.3737545,48.850062
158,2.3738048,48.8500165
159,2.3741938,48.8496948
160,2.3742867,48.8496144
161,2.4044722,48.8400886
162,2.4044974,48.8401806
163,2.4045903,48.8405199
164,2.3928506,48.8480382
165,2.3926825,48.848021
166,2.392275,48.8479748
167,2.3920682,48.8479514
168,2.391175,48.8478502
169,2.3907375,48.8478007
170,2.3905698,48.8477817
171,2.4062071,48.8474149
172,2.4061986,48.8473707
173,2.4061884,48.8472361
174,2.4062327,48.8471481
175,2.3814641,48.8944376
176,2.3813968,48.894476
177,2.3803217,48.8950876
178,2.3794325,48.8955942
179,2.3792665,48.8956881
180,2.3761454,48.8963948
181,2.3758707,48.8963466
182,2.3751477,48.8962067
183,2.3751392,48.896205
184,2.3747467,48.8961285
185,2.3746874,48.8961166
186,2.3741325,48.8960029
187,2.3739228,48.8959425
188,2.3737036,48.8958722
189,2.3722486,48.8953456
190,2.3721035,48.8953149
191,2.3713592,48.8276787
192,2.3715005,48.8277393
193,2.3715507,48.8277659
194,2.3717326,48.8278597
195,2.372257,48.8281295
196,2.3728077,48.8284123
197,2.3728647,48.8284407
198,2.3729331,48.8284757
199,2.3572608,48.8261825
200,2.3573891,48.826182
